title,year,rating,no_of_reviews,genres,runtime,gross
Pros and Ex-Cons,2005.0,3.6,366,"
Action            ",92 min,
Ninja the Protector,1986.0,3.6,482,"
Action, Crime            ",92 min,
Global Effect,2002.0,3.6,364,"
Action, Drama, Thriller            ",92 min,
Random Acts of Violence,1999.0,3.6,143,"
Action, Crime            ",77 min,
Through the Ashes,2019.0,3.6,135,"
Action, Adventure, Sci-Fi            ",95 min,
Cranium Intel,2016.0,3.6,104,"
Animation, Action, Adventure            ",70 min,
Recognize,2012.0,3.6,77,"
Action, Crime, Drama            ",92 min,
Aurora: Operation Intercept,1995.0,3.6,346,"
Action, Drama, Thriller            ",94 min,
Fighting Fish,2004.0,3.6,338,"
Action, Adventure, Crime            ",90 min,
Rachel's Attic,2002.0,3.6,144,"
Drama, Action, Horror            ",112 min,$4.80M
After the Dawn,2012.0,3.6,154,"
Action, Drama, Horror            ",89 min,
Showgirl Murders,1996.0,3.6,142,"
Action, Thriller            ",82 min,
The Winter Warrior,2003.0,3.6,155,"
Action, Drama, War            ",88 min,
Adventure in Rio,1955.0,5.4,9,"
Adventure, Crime, Romance            ",100 min,
The Gambling Sex,1932.0,5.4,22,"
Adventure, Crime, Drama            ",60 min,
The Spy Ring,1938.0,5.4,86,"
Adventure, Crime, Drama            ",61 min,
Pawn's Move,2011.0,5.4,132,"
Drama, Family, Romance            ",73 min,
Nice People,1922.0,5.4,20,"
Comedy, Drama, Romance            ",70 min,$0.14M
Manon Lescaut,1914.0,5.4,17,"
Drama, Romance            ",60 min,
Parsley Days,2000.0,5.4,107,"
Drama, Romance            ",79 min,
"Spin, Shoot & Run",2003.0,5.4,129,"
Comedy, Romance            ",89 min,
Top Sergeant,1942.0,5.4,17,"
Crime, Drama, Romance            ",64 min,
Dead Man's Memories,2003.0,5.4,67,"
Crime, Mystery, Romance            ",88 min,
The Lucky Number,1932.0,5.4,65,"
Comedy, Musical, Romance            ",72 min,
Tere Mere Phere,2011.0,5.4,261,"
Comedy, Drama, Romance            ",120 min,
Where Are Your Children?,1943.0,5.4,44,"
Drama, Music, Romance            ",73 min,
Family Party,2015.0,5.4,35,"
Comedy, Drama, Family            ",52 min,
Sodium Party,2013.0,5.4,101,"
Drama, Fantasy, Horror            ",83 min,
Love Me Till Monday,2013.0,5.4,158,"
Romance            ",93 min,
Love & Teleportation,2013.0,5.4,267,"
Romance, Sci-Fi            ",92 min,
Topa Topa,1938.0,5.4,28,"
Adventure, Drama, Romance            ",58 min,
The Prodigal,1931.0,5.4,97,"
Musical, Romance            ",76 min,
Expecting Love,2008.0,5.4,513,"
Comedy, Romance            ",107 min,
Bob's Weekend,1996.0,5.4,166,"
Comedy, Drama, Romance            ",93 min,
Sweepstake Annie,1935.0,5.4,35,"
Comedy, Music, Romance            ",81 min,
Idea Girl,1946.0,5.4,19,"
Comedy, Music, Romance            ",60 min,
The Omaha Trail,1942.0,5.4,112,"
Romance, Western            ",62 min,
Outside of Paradise,1938.0,5.4,30,"
Comedy, Musical, Romance            ",68 min,
Star Reporter,1939.0,5.4,112,"
Crime, Drama, Romance            ",62 min,
What Happened Then?,1934.0,5.4,31,"
Crime, Mystery, Romance            ",58 min,
Gene-X,2006.0,5.4,50,"
Romance, Thriller            ",85 min,
School for Husbands,1937.0,5.4,27,"
Comedy, Romance            ",71 min,
Pan-Americana,1945.0,5.4,112,"
Comedy, Musical, Romance            ",84 min,
The Zero Hour,1939.0,5.4,48,"
Drama, Music, Romance            ",65 min,
Outcast Lady,1934.0,5.4,193,"
Drama, Music, Musical            ",77 min,
Living on Love,1937.0,5.4,277,"
Comedy, Drama, Romance            ",61 min,
You Can't Buy Luck,1937.0,5.4,132,"
Crime, Drama, Mystery            ",61 min,
Duet,2012.0,5.4,16,"
Drama, Musical, Romance            ",96 min,
Dead of Night,1988.0,3.6,146,"
Action, Comedy, Horror            ",95 min,
Playing Dangerous 2,1996.0,3.6,142,"
Action, Comedy, Crime            ",97 min,
Split Lip,2019.0,3.6,239,"
Action            ",100 min,
Fuego,2007.0,3.6,100,"
Action, Drama            ",103 min,
Battle of the Bone,2008.0,3.6,95,"
Action, Horror            ",90 min,
The Gun Runner,1969.0,3.6,18,"
Action, Crime            ",76 min,
American Commando Ninja,1988.0,3.6,126,"
Action            ",86 min,
Second Coming,2009.0,3.6,676,"
Action, Drama, Horror            ",89 min,
Hellriders,2012.0,3.6,10,"
Action, Drama, Sci-Fi            ",135 min,
Gangs of Tooting Broadway,2013.0,3.6,165,"
Action, Crime, Drama            ",86 min,
Hidden Peaks,2018.0,3.6,81,"
Action, Adventure, Drama            ",107 min,
Grace Is Gone,2019.0,3.6,24,"
Action, Sci-Fi, Thriller            ",90 min,
Fugitive Hunter,2005.0,3.6,263,"
Action            ",88 min,
The Leopard Fist Ninja,1982.0,3.6,115,"
Action            ",83 min,
Season of the Hunted,2003.0,3.6,440,"
Action, Horror, Thriller            ",96 min,
Gutter King,2010.0,3.6,281,"
Action, Drama, Thriller            ",98 min,
Frost Bite,2012.0,3.6,81,"
Action, Horror            ",93 min,
420 High Desert Way,2010.0,3.6,34,"
Action            ",98 min,
My Wife Is a Vampire,2009.0,3.6,22,"
Action, Comedy, Crime            ",98 min,
Fatal Rescue,2009.0,3.6,295,"
Action, Drama, Romance            ",90 min,
Fatal Lottery,1997.0,3.6,18,"
Action            ",89 min,
Rumble in the Streets,1997.0,3.6,26,"
Action, Drama            ",74 min,
Among Dead Men,2008.0,3.6,148,"
Action, Crime, Horror            ",94 min,
Delsin,2011.0,3.6,25,"
Action            ",92 min,
Echo Dr.,2013.0,3.6,133,"
Action, Drama, Sci-Fi            ",81 min,
Thundering Ninja,1987.0,3.6,91,"
Action            ",90 min,
Faded Dreams,2007.0,3.6,167,"
Action, Drama, Sport            ",75 min,
Narcosys,2000.0,3.6,82,"
Action, Sci-Fi            ",85 min,
Blooming Flowers,2013.0,3.6,26,"
Action, Adventure, Drama            ",109 min,
Sentimental Reasons,1984.0,3.6,25,"
Action, Drama            ",85 min,
Typhoon Treasure,1938.0,3.6,22,"
Action, Adventure            ",68 min,
Shade of Pale,2005.0,3.6,74,"
Action, Crime, Drama            ",98 min,
The Guardians,2017.0,3.6,19,"
Action, Adventure, Comedy            ",46 min,
Area:98,2016.0,3.6,13,"
Action, Drama, Mystery            ",62 min,
Her Dangerous Path,1923.0,3.6,27,"
Adventure, Action            ",210 min,
Untold,2002.0,3.5,"1,995","
Action, Adventure, Horror            ",86 min,
Barb Wire,1996.0,3.5,"30,103","
Action, Sci-Fi            ",98 min,$3.79M
Smokey and the Bandit Part 3,1983.0,3.5,"9,130","
Action, Comedy, Crime            ",85 min,$5.68M
Spy Kids 4: All the Time in the World,2011.0,3.5,"26,684","
Action, Adventure, Comedy            ",89 min,$38.54M
A Day to Die,2022.0,3.5,"4,537","
Action, Crime, Drama            ",105 min,
10.0 Earthquake,2014.0,3.5,"2,474","
Action, Adventure, Drama            ",88 min,
Deadlock,2021.0,3.5,"1,871","
Action, Thriller            ",97 min,
Dune Drifter,2020.0,3.5,"1,409","
Action, Drama, Sci-Fi            ",98 min,
Dragon Wars: D-War,2007.0,3.5,"24,822","
Action, Drama, Fantasy            ",107 min,$10.98M
Coffee with Ana,2017.0,5.4,120,"
Comedy, Romance            ",72 min,
Morena,1986.0,5.4,32,"
Drama, Music, Romance            ",65 min,
Let's Go Steady,1945.0,5.4,13,"
Comedy, Musical, Romance            ",60 min,
Sixteen Fathoms Deep,1934.0,5.4,68,"
Adventure, Romance            ",58 min,
Jazz Heaven,1929.0,5.4,149,"
Comedy, Drama, Music            ",68 min,
Warning to Wantons,1949.0,5.4,44,"
Romance, Comedy            ",98 min,
Casa Manana,1951.0,5.4,28,"
Music, Romance            ",73 min,
Clarence,1937.0,5.4,14,"
Comedy, Family, Music            ",64 min,
Grand Old Girl,1935.0,5.4,149,"
Drama, Romance            ",72 min,
Rainbow Over Broadway,1933.0,5.4,50,"
Drama, Musical, Romance            ",72 min,
Over the Wall,1938.0,5.4,140,"
Drama, Romance            ",67 min,
The Unusual Youth,2005.0,5.4,28,"
Romance            ",99 min,
Almost Had You,2021.0,5.4,7,"
Drama, Romance            ",100 min,
Bachelor Daddy,1941.0,5.4,36,"
Comedy, Music, Romance            ",61 min,
See You at the Altar,2006.0,5.4,9,"
Comedy, Romance            ",90 min,
Mile a Minute Love,1937.0,5.4,9,"
Drama, Romance, Sport            ",67 min,
Secrets of Monte Carlo,1951.0,5.4,24,"
Crime, Drama, Film-Noir            ",60 min,
Eve in a Summer Dress,1984.0,5.4,9,"
Romance            ",98 min,
Little Klaus Big World,2011.0,5.4,19,"
Adventure, Romance            ",82 min,
"My Son, the Hero",1943.0,5.4,70,"
Comedy, Music, Romance            ",66 min,
The Lucky Specials,2017.0,5.4,10,"
Drama, Music, Musical            ",108 min,
A Desperate Adventure,1938.0,5.4,39,"
Adventure, Comedy, Drama            ",67 min,
Desi's Looking for a New Girl,2000.0,5.4,43,"
Comedy, Romance            ",68 min,
Yokel Boy,1942.0,5.4,40,"
Comedy, Crime, Music            ",69 min,
Dancing in Manhattan,1944.0,5.4,51,"
Comedy, Crime, Film-Noir            ",60 min,
Jy is My Liefling,1968.0,5.4,9,"
Adventure, Music, Romance            ",98 min,
Campus Rhythm,1943.0,5.4,127,"
Comedy, Music, Romance            ",63 min,
U mrezi,1956.0,5.4,12,"
Drama, Romance            ",106 min,
I Was a Convict,1939.0,5.4,15,"
Crime, Drama, Romance            ",62 min,
We Could Happen,2016.0,5.4,35,"
Romance            ",63 min,
Beautiful Disaster,2023.0,5.3,977,"
Drama, Romance            ",105 min,
Twilight,2008.0,5.3,"470,322","
Drama, Fantasy, Romance            ",122 min,$192.77M
Cold Zone,2017.0,3.5,936,"
Action, Sci-Fi            ",85 min,
Dance Flick,2009.0,3.5,"12,491","
Action, Comedy, Music            ",83 min,$25.62M
THE PREY: Legend of Karnoctus,2022.0,3.5,401,"
Action, Sci-Fi, Thriller            ",93 min,
Fire on the Amazon,1993.0,3.5,"2,775","
Action, Adventure, Drama            ",87 min,
The Million Eyes of Sumuru,1967.0,3.5,"1,187","
Action, Adventure            ",95 min,
Ticker,2001.0,3.5,"7,578","
Action, Crime, Thriller            ",92 min,
Laser Mission,1989.0,3.5,"2,468","
Action, Adventure, Thriller            ",84 min,
The Norseman,1978.0,3.5,863,"
Action, Adventure            ",90 min,
Homo Erectus,2007.0,3.5,"1,889","
Action, Comedy, Drama            ",88 min,
The Cure,2014.0,3.5,797,"
Action, Sci-Fi, Thriller            ",90 min,
The Omega Code,1999.0,3.5,"5,446","
Action, Adventure, Fantasy            ",100 min,$12.61M
Minutes to Midnight,2018.0,3.5,512,"
Action, Horror, Mystery            ",91 min,
Icebreaker,2000.0,3.5,"1,241","
Action, Drama            ",90 min,
Point of Impact,1993.0,3.5,731,"
Action, Crime, Drama            ",96 min,
Zombie Hunter,2013.0,3.5,"2,760","
Action, Comedy, Horror            ",93 min,
The Shipment,2021.0,3.5,"6,151","
Action, Crime, Drama            ",93 min,
Galaxis,1995.0,3.5,"1,084","
Action, Sci-Fi, Thriller            ",91 min,
War Path,2019.0,3.5,184,"
Action, Crime            ",85 min,
Darkest Day,2015.0,3.5,"1,279","
Action, Adventure, Horror            ",90 min,
Zoombies 2,2019.0,3.5,575,"
Action, Adventure, Comedy            ",84 min,
I Am Vengeance: Retaliation,2020.0,3.5,"2,221","
Action            ",90 min,
Axe Giant: The Wrath of Paul Bunyan,2013.0,3.5,"1,253","
Action, Adventure, Fantasy            ",90 min,$0.00M
Butcher Boys,2012.0,3.5,"1,616","
Action, Comedy, Horror            ",86 min,
After School,1988.0,3.5,206,"
Action, Adventure, Comedy            ",89 min,
Dominion,2015.0,3.5,519,"
Action, Sci-Fi, Thriller            ",83 min,
Motocross Kids,2004.0,3.5,475,"
Action, Adventure, Family            ",82 min,
Wind Walkers,2015.0,3.5,313,"
Action, Horror, Thriller            ",93 min,
The Ultimate Weapon,1998.0,3.5,922,"
Action            ",110 min,
Caged Heat 3000,1995.0,3.5,397,"
Action, Sci-Fi            ",80 min,
Persecuted,2014.0,3.5,"1,621","
Action, Drama, Mystery            ",91 min,$1.18M
Cyborg X,2016.0,3.5,"1,811","
Action, Horror, Sci-Fi            ",90 min,
Lies & Illusions,2009.0,3.5,"3,037","
Action, Thriller            ",93 min,
Firebird 2015 AD,1981.0,3.5,306,"
Action, Romance, Sci-Fi            ",97 min,
T.N.T.,1997.0,3.5,781,"
Action            ",90 min,
Viking Blood,2019.0,3.5,230,"
Action            ",89 min,
Freerunner,2011.0,3.5,"5,280","
Action            ",87 min,
Fox Hunting,2020.0,3.5,46,"
Action            ",101 min,
High on the Hog,2019.0,3.5,263,"
Action, Crime, Drama            ",85 min,$0.05M
Mission: Killfast,1991.0,3.5,228,"
Action, Adventure            ",97 min,
Viva Knievel!,1977.0,3.5,"1,293","
Action, Adventure, Biography            ",106 min,
Devil's Night: Dawn of the Nain Rouge,2020.0,3.5,322,"
Action, Crime, Horror            ",96 min,
The Take Down,2017.0,3.5,284,"
Action, Crime, Thriller            ",99 min,
Deadly Heroes,1993.0,3.5,450,"
Action, Drama            ",105 min,
Red Scorpion 2,1994.0,3.5,496,"
Action, Drama            ",95 min,
Ghost Rock,2003.0,3.5,511,"
Action, Drama, Western            ",101 min,
After,2019.0,5.3,"58,896","
Drama, Romance            ",105 min,$12.14M
Can You Keep a Secret?,2019.0,5.3,"18,918","
Comedy, Romance            ",94 min,$0.03M
View from the Top,2003.0,5.3,"27,780","
Comedy, Romance            ",87 min,$15.59M
"I Love You, Beth Cooper",2009.0,5.3,"36,394","
Comedy, Romance            ",102 min,$14.79M
Popeye,1980.0,5.3,"32,959","
Adventure, Comedy, Family            ",114 min,$49.82M
Maid in Manhattan,2002.0,5.3,"92,578","
Comedy, Drama, Romance            ",105 min,$94.01M
Sleepover,2004.0,5.3,"17,215","
Comedy, Family, Romance            ",89 min,$9.44M
The Wedding Planner,2001.0,5.3,"83,228","
Comedy, Romance            ",103 min,$60.40M
Xanadu,1980.0,5.3,"14,646","
Fantasy, Musical, Romance            ",96 min,$22.76M
Bachelorette,2012.0,5.3,"47,869","
Comedy, Romance            ",87 min,$0.45M
Soul Man,1986.0,5.3,"8,650","
Comedy, Romance            ",104 min,$27.82M
The Back-up Plan,2010.0,5.3,"51,008","
Comedy, Romance            ",104 min,$37.49M
Seriously Red,2022.0,5.3,572,"
Comedy, Drama, Music            ",104 min,
Duck Butter,2018.0,5.3,"4,281","
Comedy, Drama, Romance            ",93 min,$0.01M
The Pirate Movie,1982.0,5.3,"4,594","
Adventure, Comedy, Musical            ",98 min,
Loser,2000.0,5.3,"29,647","
Comedy, Romance            ",98 min,$15.62M
Welcome to Mooseport,2004.0,5.3,"13,124","
Comedy, Romance            ",110 min,$14.47M
Sex Appeal,2022.0,5.3,"2,596","
Comedy, Drama, Romance            ",90 min,
Serious Moonlight,2009.0,5.3,"8,655","
Comedy, Crime, Drama            ",81 min,$0.03M
My Girl 2,1994.0,5.3,"20,311","
Comedy, Drama, Family            ",99 min,$17.36M
That's Amor,2022.0,5.3,"3,312","
Comedy, Romance            ",96 min,
Christmas with the Campbells,2022.0,5.3,940,"
Comedy, Romance            ",88 min,
The Pick-up Artist,1987.0,5.3,"7,440","
Comedy, Crime, Drama            ",81 min,$13.29M
Post Grad,2009.0,5.3,"14,632","
Comedy, Romance            ",88 min,$6.37M
The Book of Revelation,2006.0,5.3,"1,603","
Crime, Drama, Mystery            ",118 min,
Slackers,2002.0,5.3,"14,904","
Comedy, Romance            ",86 min,$4.81M
Bobbie Jo and the Outlaw,1976.0,5.3,"1,243","
Crime, Drama, Romance            ",88 min,
The Tempest,2010.0,5.3,"8,024","
Comedy, Drama, Fantasy            ",110 min,$0.28M
Happily,2021.0,5.3,"4,083","
Comedy, Crime, Romance            ",96 min,
Little Black Book,2004.0,5.3,"18,573","
Comedy, Drama, Romance            ",107 min,$20.42M
Peeples,2013.0,5.3,"5,010","
Comedy, Romance            ",95 min,$9.12M
Permission,2017.0,5.3,"4,707","
Comedy, Drama, Romance            ",96 min,
Serving Sara,2002.0,5.3,"18,112","
Comedy, Romance            ",99 min,$16.93M
Cabin Boy,1994.0,5.3,"8,902","
Adventure, Comedy, Romance            ",80 min,$3.66M
Random Hearts,1999.0,5.3,"22,000","
Drama, Mystery, Romance            ",133 min,$31.05M
After Midnight,2019.0,5.3,"4,349","
Drama, Horror, Romance            ",83 min,
Carmilla,2019.0,5.3,817,"
Drama, Fantasy, Romance            ",94 min,
Love Accidentally,2022.0,5.3,755,"
Comedy, Romance            ",85 min,
Aviva,2020.0,5.3,479,"
Drama, Music, Romance            ",116 min,
Unaccompanied Minors,2006.0,5.3,"12,060","
Adventure, Comedy, Family            ",90 min,$16.65M
Beyond the Time Barrier,1960.0,5.3,"1,817","
Romance, Sci-Fi            ",74 min,
Woman on Top,2000.0,5.3,"10,729","
Comedy, Fantasy, Romance            ",92 min,$5.02M
House Party 2,1991.0,5.3,"6,880","
Comedy, Drama, Music            ",94 min,$19.28M
Loverboy,2005.0,5.3,"3,324","
Drama, Romance            ",84 min,$0.03M
Dirt Music,2019.0,5.3,931,"
Crime, Drama, Romance            ",105 min,
Blood and Chocolate,2007.0,5.3,"18,012","
Drama, Fantasy, Horror            ",98 min,$3.53M
The Girl in a Swing,1988.0,5.3,766,"
Drama, Fantasy, Romance            ",119 min,$0.75M
Zeus and Roxanne,1997.0,5.3,"3,158","
Adventure, Comedy, Family            ",98 min,$7.18M
Goodbye to All That,2014.0,5.3,"2,438","
Comedy, Drama, Romance            ",87 min,$0.01M
Stripper Wives,1999.0,5.3,185,"
Drama, Romance            ",86 min,
Love's Kitchen,2011.0,5.3,"3,575","
Comedy, Drama, Romance            ",93 min,
London Affair,1970.0,5.3,"1,016","
Comedy, Drama, Romance            ",98 min,
Adolescence,2018.0,5.3,482,"
Drama, Romance            ",99 min,
The Body,2001.0,5.3,"9,212","
Drama, Mystery, Romance            ",109 min,$0.03M
It's All About Love,2003.0,5.3,"9,706","
Drama, Romance, Sci-Fi            ",106 min,$0.01M
Hollywood Sex Fantasy,2001.0,5.3,229,"
Comedy, Romance            ",99 min,
The Trouble with Girls,1969.0,5.3,"1,679","
Comedy, History, Musical            ",97 min,
Forever Mine,1999.0,5.3,"2,643","
Crime, Drama, Romance            ",115 min,
Teknolust,2002.0,5.3,"1,702","
Comedy, Drama, Romance            ",85 min,$0.03M
Bloodhounds of Broadway,1989.0,5.3,"1,375","
Comedy, Drama, Romance            ",93 min,$0.04M
At Long Last Love,1975.0,5.3,"1,329","
Comedy, Musical, Romance            ",118 min,$3.27M
Love in High Gear,1932.0,5.3,82,"
Comedy, Romance            ",66 min,
Hard Luck Love Song,2020.0,5.3,465,"
Romance, Thriller            ",104 min,
Romantic Comedy,1983.0,5.3,954,"
Comedy, Romance            ",103 min,$6.86M
Against the Ropes,2004.0,5.3,"7,302","
Biography, Drama, Romance            ",111 min,$5.88M
Deadheads,2011.0,5.3,"5,425","
Adventure, Comedy, Horror            ",96 min,
Crazy About You,2019.0,5.3,783,"
Comedy, Romance            ",101 min,
The Appointment,1969.0,5.3,822,"
Drama, Romance            ",115 min,
An Almost Perfect Affair,1979.0,5.3,341,"
Comedy, Romance            ",93 min,
Amy's Orgasm,2001.0,5.3,"1,867","
Comedy, Romance            ",87 min,$0.51M
The Right Temptation,2000.0,5.3,"1,241","
Drama, Romance, Thriller            ",95 min,
Twisted Obsession,1989.0,5.3,"1,341","
Drama, Mystery, Romance            ",103 min,
Blue Moon Ball,2021.0,5.3,132,"
Romance            ",95 min,
Luv,1967.0,5.3,677,"
Comedy, Romance            ",93 min,
Sol Goode,2003.0,5.3,"1,265","
Comedy, Romance            ",99 min,
The Killing Time,1987.0,5.3,"1,161","
Crime, Drama, Romance            ",94 min,$0.50M
The Truth About Love,2005.0,5.3,"4,367","
Comedy, Romance            ",100 min,
A Christmas Prince: The Royal Wedding,2018.0,5.3,"11,335","
Drama, Romance            ",92 min,
Scents and Sensibility,2011.0,5.3,"1,638","
Comedy, Drama, Romance            ",90 min,
American Soldiers,2005.0,3.5,"2,509","
Action, Drama, History            ",103 min,
Crooked,2006.0,3.5,468,"
Action            ",93 min,
Another World,2014.0,3.5,"3,456","
Action, Horror, Sci-Fi            ",99 min,
October 32nd,1993.0,3.5,214,"
Action, Adventure, Fantasy            ",115 min,
The Lone Runner,1986.0,3.5,188,"
Action, Adventure, Drama            ",89 min,
Loot,2011.0,3.5,345,"
Action, Comedy, Crime            ",110 min,
Crackerjack 2,1997.0,3.5,287,"
Action            ",96 min,
Eruption: LA,2018.0,3.5,370,"
Action, Adventure, Sci-Fi            ",86 min,
Bounty Huntress: Undercover,2001.0,3.5,156,"
Action, Crime, Drama            ",84 min,
Da Neighborhood Dopemane,2023.0,3.5,6,"
Action, Drama            ",120 min,
Orion's Key,1996.0,3.5,413,"
Action, Sci-Fi            ",99 min,
Abducted II: The Reunion,1995.0,3.5,187,"
Action, Thriller            ",92 min,
Mission Istaanbul: Darr Ke Aagey Jeet Hai!,2008.0,3.5,"1,212","
Action, Adventure, Drama            ",130 min,
Manhattan Midnight,2001.0,3.5,134,"
Action, Thriller            ",90 min,
Militia,2000.0,3.5,819,"
Action, Adventure            ",89 min,
Code Name: Dynastud,2018.0,3.5,273,"
Action            ",94 min,
World Ends at Camp Z,2021.0,3.5,381,"
Action, Horror, Thriller            ",90 min,
Demon Hunter,2016.0,3.5,471,"
Action, Horror            ",85 min,
The Terror Experiment,2010.0,3.5,738,"
Action, Horror, Thriller            ",82 min,
Forbidden Warrior,2005.0,3.5,657,"
Adventure, Action, Fantasy            ",91 min,
The Blood Bond,2011.0,3.5,278,"
Action, Thriller            ",86 min,
Frogmen Operation Stormbringer,2002.0,3.5,276,"
Action            ",90 min,
The Eliminator,2004.0,3.5,545,"
Action, Adventure, Thriller            ",90 min,
Isle of Dogs,2010.0,3.5,569,"
Action, Crime, Thriller            ",90 min,
Nautilus,2000.0,3.5,266,"
Action, Sci-Fi            ",97 min,
Klippers,2018.0,3.5,118,"
Action, Drama, Thriller            ",93 min,
Final Payback,2001.0,3.5,217,"
Action            ",92 min,
Operation Golden Phoenix,1994.0,3.5,147,"
Action            ",95 min,
The Judas Project,1990.0,3.5,262,"
Action, Drama, Fantasy            ",97 min,$2.93M
Power Play,2003.0,3.5,543,"
Action, Thriller            ",100 min,
Diamond Ninja Force,1988.0,3.5,203,"
Action, Fantasy, Horror            ",92 min,
The Amazing Adventures of the Living Corpse,2012.0,3.5,283,"
Animation, Action, Fantasy            ",88 min,
The Bucks County Massacre,2010.0,3.5,"1,569","
Action, Horror, Thriller            ",84 min,
Golden Ninja Warrior,1986.0,3.5,343,"
Action            ",85 min,
Road,2017.0,3.5,301,"
Action, Crime, Drama            ",91 min,
San Antonio,2004.0,3.5,783,"
Action, Comedy            ",95 min,
Chickboxer,1992.0,3.5,115,"
Action, Comedy, Crime            ",70 min,
Doomsdayer,2000.0,3.5,335,"
Action            ",93 min,
Dead Rush,2016.0,3.5,386,"
Action, Comedy, Horror            ",78 min,
Dilemma,1997.0,3.5,221,"
Action, Drama            ",83 min,
Critical Mass,2001.0,3.5,465,"
Action, Thriller            ",95 min,
Cemetery Gates,2006.0,3.5,"1,185","
Horror, Action, Sci-Fi            ",92 min,
Cigarette Soup,2017.0,3.5,207,"
Action, Drama, War            ",108 min,
Exit to Hell,2013.0,3.5,427,"
Action, Horror, Thriller            ",81 min,
Filth and Wisdom,2008.0,5.3,"2,582","
Comedy, Drama, Music            ",84 min,$0.02M
Isn't She Great,2000.0,5.3,"2,509","
Biography, Comedy, Drama            ",95 min,$2.96M
Under the Boardwalk,1988.0,5.3,392,"
Comedy, Romance            ",103 min,$0.15M
Into the Beat,2020.0,5.3,"1,457","
Drama, Music, Romance            ",102 min,
An Invisible Sign,2010.0,5.3,"4,299","
Comedy, Drama, Family            ",96 min,
First Night,2010.0,5.3,414,"
Comedy, Musical, Romance            ",116 min,
Getting In,1994.0,5.3,540,"
Comedy, Romance, Thriller            ",94 min,
Due West: Our Sex Journey,2012.0,5.3,"1,220","
Comedy, Drama, Romance            ",119 min,
Fat Chance,2016.0,5.3,218,"
Comedy, Drama, Romance            ",75 min,
The Pompatus of Love,1995.0,5.3,612,"
Comedy, Drama, Romance            ",99 min,
Aa Ab Laut Chalen,1999.0,5.3,"1,853","
Musical, Romance, Drama            ",177 min,
Timboektoe,2007.0,5.3,"1,433","
Drama, Family, Romance            ",110 min,
Battle of the Brave,2004.0,5.3,"1,321","
Drama, History, Romance            ",143 min,
Murder of a Cat,2014.0,5.3,"1,727","
Comedy, Crime, Mystery            ",101 min,
Temps,2016.0,5.3,"2,203","
Comedy, Romance            ",95 min,
Flight from Ashiya,1964.0,5.3,664,"
Adventure, Romance, Drama            ",100 min,
A Guide to Dating at the End of the World,2022.0,5.3,187,"
Comedy, Romance, Sci-Fi            ",80 min,
Fog Island,1945.0,5.3,894,"
Drama, Horror, Mystery            ",72 min,
French Women,2014.0,5.3,"2,285","
Comedy, Romance            ",116 min,
A Date with Miss Fortune,2015.0,5.3,"1,067","
Comedy, Romance            ",97 min,
Coming & Going,2011.0,5.3,738,"
Comedy, Romance            ",90 min,
Love Comes to the Executioner,2006.0,5.3,930,"
Comedy, Drama, Romance            ",89 min,
"Doctor, You've Got to Be Kidding!",1967.0,5.3,508,"
Comedy, Music, Romance            ",94 min,
High Season,1987.0,5.3,447,"
Comedy, Romance            ",90 min,$1.13M
Sombrero,1953.0,5.3,338,"
Musical, Romance            ",103 min,
Denial,1998.0,5.3,"2,740","
Comedy, Drama, Romance            ",93 min,
Scenes from a Gay Marriage,2012.0,5.3,"1,483","
Comedy, Drama, Romance            ",83 min,
"I Love You, I Love You Not",1996.0,5.3,"2,852","
Drama, Romance            ",88 min,
Life Is Wonderful,2018.0,5.3,325,"
Comedy, Romance            ",98 min,
Made in U.S.A.,1987.0,5.3,504,"
Adventure, Comedy, Crime            ",82 min,
Finding Home,2003.0,5.3,587,"
Drama, Romance            ",124 min,
Terror Is a Man,1959.0,5.3,782,"
Horror, Romance, Sci-Fi            ",90 min,
Role/Play,2010.0,5.3,"1,181","
Drama, Romance            ",85 min,
Already Lucky,2018.0,5.3,14,"
Romance            ",78 min,
Andover,2017.0,5.3,"5,019","
Comedy, Drama, Romance            ",91 min,
A Shriek in the Night,1933.0,5.3,"1,022","
Crime, Mystery, Romance            ",66 min,
Dimland,2021.0,5.3,102,"
Fantasy, Romance, Sci-Fi            ",75 min,
Little Girl... Big Tease,1976.0,5.3,96,"
Drama, Romance            ",86 min,
Brooklyn Love Stories,2019.0,5.3,"1,100","
Drama, Romance            ",84 min,
Christmas Mail,2010.0,5.3,"1,823","
Comedy, Drama, Family            ",89 min,
Tiffany,1985.0,5.3,53,"
Comedy, Drama, Romance            ",89 min,
A Match Made at Christmas,2021.0,5.3,709,"
Comedy, Drama, Romance            ",115 min,
The Goldwyn Follies,1938.0,5.3,496,"
Comedy, Musical, Romance            ",122 min,
Distancing Socially,2021.0,5.3,93,"
Comedy, Drama, Romance            ",97 min,
The Bounce Back,2016.0,5.3,721,"
Comedy, Romance            ",104 min,$0.32M
Three Men in a Boat,1956.0,5.3,404,"
Comedy, Romance            ",84 min,
Ramaa: The Saviour,2010.0,3.5,182,"
Action, Adventure, Drama            ",120 min,
Smokey and the Hotwire Gang,1979.0,3.5,52,"
Action, Comedy            ",85 min,
No Dead Heroes,1986.0,3.5,155,"
Action            ",86 min,
Assault of the Sasquatch,2009.0,3.5,390,"
Action, Horror            ",85 min,
Banshee!!!,2008.0,3.5,397,"
Action, Horror            ",86 min,
